Date,Cons,Irradiacao,PV_Out,Surplus
2018-01-01 00:00:00,9.947916666666666,0.0,0.0,-9.947916666666666
2018-01-01 01:00:00,13.4375,0.0,0.0,-13.4375
2018-01-01 02:00:00,13.333333333333334,0.0,0.0,-13.333333333333334
2018-01-01 03:00:00,13.229166666666666,0.0,0.0,-13.229166666666666
2018-01-01 04:00:00,13.229166666666666,0.0,0.0,-13.229166666666666
2018-01-01 05:00:00,13.333333333333334,0.0,0.0,-13.333333333333334
2018-01-01 06:00:00,13.645833333333334,0.0,0.0,-13.645833333333334
2018-01-01 07:00:00,14.166666666666666,0.125,76.89656249999999,62.72989583333332
2018-01-01 08:00:00,17.03125,0.335,206.08278750000002,189.05153750000002
2018-01-01 09:00:00,18.072916666666668,0.409,251.6055525,233.53263583333333
2018-01-01 10:00:00,17.864583333333332,0.442,271.906245,254.04166166666667
2018-01-01 11:00:00,18.072916666666668,0.449,276.2124524999999,258.13953583333324
2018-01-01 12:00:00,18.385416666666668,0.429,263.90900249999993,245.52358583333327
2018-01-01 13:00:00,18.229166666666668,0.407,250.37520749999996,232.1460408333333
2018-01-01 14:00:00,17.291666666666668,0.373,229.4593425,212.16767583333333
2018-01-01 15:00:00,17.135416666666668,0.242,148.87174499999998,131.73632833333332
2018-01-01 16:00:00,17.239583333333332,0.007,4.306207499999999,-12.933375833333333
2018-01-01 17:00:00,18.229166666666668,0.0,0.0,-18.229166666666668
2018-01-01 18:00:00,17.34375,0.0,0.0,-17.34375
2018-01-01 19:00:00,15.78125,0.0,0.0,-15.78125
2018-01-01 20:00:00,14.895833333333334,0.0,0.0,-14.895833333333334
2018-01-01 21:00:00,14.322916666666666,0.0,0.0,-14.322916666666666
2018-01-01 22:00:00,14.010416666666666,0.0,0.0,-14.010416666666666
2018-01-01 23:00:00,13.90625,0.0,0.0,-13.90625
2018-01-02 00:00:00,13.645833333333334,0.0,0.0,-13.645833333333334
